Software Version,3.08.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,707,,,,,,,,,,,,,,273,,135,,117,,1037,,1081,,,,,,,,,,,,,,,,2257,,4467,,3823,,25624,,21102,,,,,,,,,,,,,,,,10554,,372,,631,,127,,177,,296,,,,,,,,,,,,,,,,,,,,,,,,
,708,,,,,,,,,,,,,,285,,134,,119,,1139,,1132,,,,,,,,,,,,,,,,2388,,4650,,3902,,26929,,20524,,,,,,,,,,,,,,,,10112,,391,,587,,140,,164,,319,,,,,,,,,,,,,,,,,,,,,,,,
,709,,,,,,,,,,,,,,308,,146,,133,,1194,,1267,,,,,,,,,,,,,,,,2537,,5032,,4240,,28362,,19605,,,,,,,,,,,,,,,,9378,,313,,540,,139,,183,,324,,,,,,,,,,,,,,,,,,,,,,,,
,710,,,,,,,,,,,,,,345,,160,,143,,1263,,1344,,,,,,,,,,,,,,,,2846,,5542,,4709,,30186,,18651,,,,,,,,,,,,,,,,8806,,300,,483,,107,,178,,273,,,,,,,,,,,,,,,,,,,,,,,,
,711,,,,,,,,,,,,,,375,,179,,159,,1441,,1454,,,,,,,,,,,,,,,,3028,,5994,,5006,,30776,,17628,,,,,,,,,,,,,,,,8104,,273,,466,,117,,173,,296,,,,,,,,,,,,,,,,,,,,,,,,
,712,,,,,,,,,,,,,,404,,187,,168,,1538,,1578,,,,,,,,,,,,,,,,3294,,6480,,5361,,32687,,16572,,,,,,,,,,,,,,,,7434,,293,,476,,103,,171,,302,,,,,,,,,,,,,,,,,,,,,,,,
,713,,,,,,,,,,,,,,445,,198,,191,,1684,,1744,,,,,,,,,,,,,,,,3533,,6920,,5766,,33418,,15597,,,,,,,,,,,,,,,,6908,,252,,428,,124,,163,,280,,,,,,,,,,,,,,,,,,,,,,,,
,714,,,,,,,,,,,,,,466,,230,,207,,1873,,1952,,,,,,,,,,,,,,,,4027,,7824,,6436,,34996,,14332,,,,,,,,,,,,,,,,6195,,224,,389,,106,,130,,278,,,,,,,,,,,,,,,,,,,,,,,,
,715,,,,,,,,,,,,,,504,,237,,223,,1991,,2017,,,,,,,,,,,,,,,,4167,,8104,,6648,,36304,,13837,,,,,,,,,,,,,,,,5855,,216,,403,,90,,129,,255,,,,,,,,,,,,,,,,,,,,,,,,
,716,,,,,,,,,,,,,,542,,269,,230,,2112,,2171,,,,,,,,,,,,,,,,4530,,8775,,7162,,36712,,13021,,,,,,,,,,,,,,,,5439,,200,,327,,94,,151,,269,,,,,,,,,,,,,,,,,,,,,,,,
,717,,,,,,,,,,,,,,600,,295,,250,,2394,,2352,,,,,,,,,,,,,,,,4937,,9556,,7658,,37962,,12217,,,,,,,,,,,,,,,,4906,,184,,362,,91,,137,,232,,,,,,,,,,,,,,,,,,,,,,,,
,718,,,,,,,,,,,,,,649,,309,,272,,2623,,2587,,,,,,,,,,,,,,,,5291,,10478,,8248,,38537,,11470,,,,,,,,,,,,,,,,4543,,190,,359,,102,,145,,234,,,,,,,,,,,,,,,,,,,,,,,,
,719,,,,,,,,,,,,,,703,,346,,307,,2779,,2799,,,,,,,,,,,,,,,,5706,,10923,,8687,,40073,,10844,,,,,,,,,,,,,,,,4527,,161,,298,,100,,119,,232,,,,,,,,,,,,,,,,,,,,,,,,
,720,,,,,,,,,,,,,,779,,372,,336,,3025,,3050,,,,,,,,,,,,,,,,6186,,11815,,9320,,40540,,10307,,,,,,,,,,,,,,,,4087,,174,,289,,81,,135,,217,,,,,,,,,,,,,,,,,,,,,,,,
,721,,,,,,,,,,,,,,802,,416,,357,,3254,,3320,,,,,,,,,,,,,,,,6733,,12690,,9846,,40727,,9701,,,,,,,,,,,,,,,,3806,,150,,303,,92,,127,,246,,,,,,,,,,,,,,,,,,,,,,,,
,722,,,,,,,,,,,,,,887,,429,,396,,3482,,3575,,,,,,,,,,,,,,,,7090,,13575,,10361,,41476,,9241,,,,,,,,,,,,,,,,3693,,158,,303,,96,,148,,254,,,,,,,,,,,,,,,,,,,,,,,,
,723,,,,,,,,,,,,,,980,,470,,429,,3747,,3811,,,,,,,,,,,,,,,,7640,,14432,,10925,,41726,,8800,,,,,,,,,,,,,,,,3533,,143,,274,,60,,137,,228,,,,,,,,,,,,,,,,,,,,,,,,
,724,,,,,,,,,,,,,,1041,,493,,448,,3956,,4013,,,,,,,,,,,,,,,,7968,,14959,,11266,,42208,,8685,,,,,,,,,,,,,,,,3315,,142,,273,,97,,136,,264,,,,,,,,,,,,,,,,,,,,,,,,
,725,,,,,,,,,,,,,,1102,,536,,478,,4279,,4327,,,,,,,,,,,,,,,,8512,,15849,,11768,,42586,,8179,,,,,,,,,,,,,,,,3159,,134,,271,,67,,136,,217,,,,,,,,,,,,,,,,,,,,,,,,
,726,,,,,,,,,,,,,,1203,,570,,527,,4617,,4603,,,,,,,,,,,,,,,,9164,,16720,,12535,,43743,,7797,,,,,,,,,,,,,,,,3004,,130,,234,,93,,136,,271,,,,,,,,,,,,,,,,,,,,,,,,
,727,,,,,,,,,,,,,,1300,,615,,554,,4998,,5063,,,,,,,,,,,,,,,,9779,,18068,,13036,,43589,,7410,,,,,,,,,,,,,,,,2892,,126,,230,,75,,150,,224,,,,,,,,,,,,,,,,,,,,,,,,
,728,,,,,,,,,,,,,,1376,,673,,605,,5419,,5269,,,,,,,,,,,,,,,,10479,,18863,,13811,,44423,,7085,,,,,,,,,,,,,,,,2756,,127,,231,,87,,124,,185,,,,,,,,,,,,,,,,,,,,,,,,
,729,,,,,,,,,,,,,,1513,,717,,677,,5716,,5810,,,,,,,,,,,,,,,,11127,,19978,,14195,,43539,,6709,,,,,,,,,,,,,,,,2632,,108,,231,,63,,126,,214,,,,,,,,,,,,,,,,,,,,,,,,
,730,,,,,,,,,,,,,,1664,,767,,720,,6202,,6259,,,,,,,,,,,,,,,,12086,,21294,,15017,,43713,,6388,,,,,,,,,,,,,,,,2439,,101,,215,,85,,125,,202,,,,,,,,,,,,,,,,,,,,,,,,
,731,,,,,,,,,,,,,,1807,,851,,755,,6766,,6625,,,,,,,,,,,,,,,,12605,,22293,,15444,,44172,,6042,,,,,,,,,,,,,,,,2398,,102,,202,,85,,136,,206,,,,,,,,,,,,,,,,,,,,,,,,
,732,,,,,,,,,,,,,,1898,,912,,827,,7240,,7164,,,,,,,,,,,,,,,,13382,,23516,,16133,,44125,,5921,,,,,,,,,,,,,,,,2267,,110,,188,,81,,122,,205,,,,,,,,,,,,,,,,,,,,,,,,
,733,,,,,,,,,,,,,,2114,,1000,,886,,7764,,7698,,,,,,,,,,,,,,,,14342,,24629,,16723,,43521,,5552,,,,,,,,,,,,,,,,2143,,104,,214,,79,,154,,197,,,,,,,,,,,,,,,,,,,,,,,,
,734,,,,,,,,,,,,,,2306,,1104,,957,,8523,,8226,,,,,,,,,,,,,,,,15277,,25925,,17183,,43753,,5287,,,,,,,,,,,,,,,,2044,,103,,173,,78,,108,,179,,,,,,,,,,,,,,,,,,,,,,,,
,735,,,,,,,,,,,,,,2484,,1179,,1072,,9292,,8937,,,,,,,,,,,,,,,,16333,,27232,,17831,,43168,,5012,,,,,,,,,,,,,,,,1889,,100,,219,,91,,140,,216,,,,,,,,,,,,,,,,,,,,,,,,
,736,,,,,,,,,,,,,,2772,,1295,,1149,,10075,,9591,,,,,,,,,,,,,,,,17725,,28623,,18426,,41853,,4629,,,,,,,,,,,,,,,,1809,,76,,184,,77,,100,,208,,,,,,,,,,,,,,,,,,,,,,,,
,737,,,,,,,,,,,,,,3004,,1418,,1286,,10796,,10263,,,,,,,,,,,,,,,,18524,,29590,,18537,,41838,,4358,,,,,,,,,,,,,,,,1683,,63,,208,,91,,143,,232,,,,,,,,,,,,,,,,,,,,,,,,
,738,,,,,,,,,,,,,,3257,,1529,,1381,,11900,,10796,,,,,,,,,,,,,,,,19707,,30492,,19035,,39979,,4191,,,,,,,,,,,,,,,,1662,,87,,168,,80,,132,,167,,,,,,,,,,,,,,,,,,,,,,,,
,739,,,,,,,,,,,,,,3581,,1678,,1508,,12690,,11659,,,,,,,,,,,,,,,,20557,,31701,,19126,,38975,,3877,,,,,,,,,,,,,,,,1486,,78,,151,,80,,121,,181,,,,,,,,,,,,,,,,,,,,,,,,
,740,,,,,,,,,,,,,,3902,,1787,,1642,,13499,,12447,,,,,,,,,,,,,,,,21530,,32177,,19402,,37867,,3670,,,,,,,,,,,,,,,,1486,,76,,172,,67,,144,,198,,,,,,,,,,,,,,,,,,,,,,,,
,741,,,,,,,,,,,,,,4235,,1918,,1733,,14317,,12795,,,,,,,,,,,,,,,,22462,,32868,,19671,,36430,,3407,,,,,,,,,,,,,,,,1362,,78,,183,,69,,78,,128,,,,,,,,,,,,,,,,,,,,,,,,
,742,,,,,,,,,,,,,,4458,,2028,,1790,,15285,,13769,,,,,,,,,,,,,,,,22921,,33371,,19567,,36173,,3332,,,,,,,,,,,,,,,,1299,,79,,152,,75,,127,,176,,,,,,,,,,,,,,,,,,,,,,,,
,743,,,,,,,,,,,,,,4747,,2171,,1938,,15936,,14232,,,,,,,,,,,,,,,,23943,,33611,,19524,,34899,,3078,,,,,,,,,,,,,,,,1271,,79,,182,,84,,137,,168,,,,,,,,,,,,,,,,,,,,,,,,
,744,,,,,,,,,,,,,,5083,,2254,,2093,,16699,,14668,,,,,,,,,,,,,,,,24609,,33857,,19393,,33221,,2955,,,,,,,,,,,,,,,,1107,,64,,162,,79,,120,,170,,,,,,,,,,,,,,,,,,,,,,,,
,745,,,,,,,,,,,,,,5576,,2529,,2219,,17443,,15103,,,,,,,,,,,,,,,,24997,,34063,,19495,,32650,,2770,,,,,,,,,,,,,,,,1081,,72,,126,,77,,88,,172,,,,,,,,,,,,,,,,,,,,,,,,
,746,,,,,,,,,,,,,,5823,,2611,,2315,,18347,,15839,,,,,,,,,,,,,,,,25050,,34426,,19475,,31346,,2670,,,,,,,,,,,,,,,,1078,,75,,170,,68,,129,,204,,,,,,,,,,,,,,,,,,,,,,,,
,747,,,,,,,,,,,,,,6256,,2770,,2454,,19295,,16263,,,,,,,,,,,,,,,,26056,,34618,,19278,,30330,,2515,,,,,,,,,,,,,,,,1013,,49,,136,,83,,114,,219,,,,,,,,,,,,,,,,,,,,,,,,
,748,,,,,,,,,,,,,,6559,,2880,,2603,,19732,,16721,,,,,,,,,,,,,,,,26184,,34151,,19069,,28799,,2365,,,,,,,,,,,,,,,,962,,68,,113,,71,,94,,178,,,,,,,,,,,,,,,,,,,,,,,,
,749,,,,,,,,,,,,,,6948,,3037,,2665,,20803,,17004,,,,,,,,,,,,,,,,26841,,34118,,18530,,28257,,2209,,,,,,,,,,,,,,,,908,,55,,133,,50,,124,,185,,,,,,,,,,,,,,,,,,,,,,,,
,750,,,,,,,,,,,,,,7482,,3180,,2796,,21287,,17383,,,,,,,,,,,,,,,,26926,,33614,,18221,,26347,,2145,,,,,,,,,,,,,,,,871,,70,,132,,57,,78,,154,,,,,,,,,,,,,,,,,,,,,,,,
,751,,,,,,,,,,,,,,7900,,3251,,2979,,21976,,17711,,,,,,,,,,,,,,,,27004,,33743,,18043,,24982,,2038,,,,,,,,,,,,,,,,858,,57,,129,,56,,98,,135,,,,,,,,,,,,,,,,,,,,,,,,
,752,,,,,,,,,,,,,,8276,,3507,,3111,,22537,,18136,,,,,,,,,,,,,,,,27145,,32860,,17665,,23718,,1870,,,,,,,,,,,,,,,,782,,40,,117,,89,,119,,191,,,,,,,,,,,,,,,,,,,,,,,,
,753,,,,,,,,,,,,,,8679,,3642,,3243,,22959,,18357,,,,,,,,,,,,,,,,28131,,32704,,17253,,23203,,1837,,,,,,,,,,,,,,,,748,,37,,123,,94,,46,,119,,,,,,,,,,,,,,,,,,,,,,,,
,754,,,,,,,,,,,,,,9061,,3794,,3357,,23588,,18474,,,,,,,,,,,,,,,,27688,,31573,,17048,,21633,,1708,,,,,,,,,,,,,,,,708,,47,,108,,43,,104,,129,,,,,,,,,,,,,,,,,,,,,,,,
,755,,,,,,,,,,,,,,9641,,3930,,3461,,24535,,18734,,,,,,,,,,,,,,,,27362,,31360,,16295,,20387,,1613,,,,,,,,,,,,,,,,652,,52,,100,,49,,89,,125,,,,,,,,,,,,,,,,,,,,,,,,
,756,,,,,,,,,,,,,,10250,,4002,,3633,,24843,,18779,,,,,,,,,,,,,,,,27508,,30924,,15886,,19511,,1522,,,,,,,,,,,,,,,,608,,41,,111,,81,,98,,96,,,,,,,,,,,,,,,,,,,,,,,,
,757,,,,,,,,,,,,,,10632,,4240,,3768,,25337,,18937,,,,,,,,,,,,,,,,26961,,30128,,15301,,18154,,1456,,,,,,,,,,,,,,,,584,,56,,75,,64,,116,,128,,,,,,,,,,,,,,,,,,,,,,,,
,758,,,,,,,,,,,,,,11206,,4297,,3922,,25541,,19011,,,,,,,,,,,,,,,,26971,,28252,,14759,,16731,,1281,,,,,,,,,,,,,,,,512,,20,,94,,66,,92,,147,,,,,,,,,,,,,,,,,,,,,,,,
,759,,,,,,,,,,,,,,11618,,4584,,4009,,26083,,18847,,,,,,,,,,,,,,,,26547,,27622,,14287,,15667,,1204,,,,,,,,,,,,,,,,501,,48,,102,,69,,105,,154,,,,,,,,,,,,,,,,,,,,,,,,
,760,,,,,,,,,,,,,,12173,,4638,,4190,,26649,,18840,,,,,,,,,,,,,,,,25797,,26711,,13798,,14638,,1188,,,,,,,,,,,,,,,,508,,36,,57,,56,,95,,166,,,,,,,,,,,,,,,,,,,,,,,,
,761,,,,,,,,,,,,,,12729,,4722,,4270,,26461,,18562,,,,,,,,,,,,,,,,25540,,25906,,13315,,13685,,1094,,,,,,,,,,,,,,,,448,,44,,86,,41,,110,,152,,,,,,,,,,,,,,,,,,,,,,,,
,762,,,,,,,,,,,,,,13273,,4834,,4406,,26413,,18442,,,,,,,,,,,,,,,,24938,,24711,,12661,,12623,,1036,,,,,,,,,,,,,,,,449,,34,,56,,50,,29,,190,,,,,,,,,,,,,,,,,,,,,,,,
,763,,,,,,,,,,,,,,13496,,4919,,4431,,26735,,18083,,,,,,,,,,,,,,,,24277,,24110,,12029,,12065,,977,,,,,,,,,,,,,,,,453,,40,,84,,68,,74,,120,,,,,,,,,,,,,,,,,,,,,,,,
,764,,,,,,,,,,,,,,13747,,4933,,4527,,26531,,17494,,,,,,,,,,,,,,,,23630,,23033,,11496,,11250,,908,,,,,,,,,,,,,,,,390,,30,,67,,64,,83,,132,,,,,,,,,,,,,,,,,,,,,,,,
,765,,,,,,,,,,,,,,14111,,4953,,4611,,26278,,17235,,,,,,,,,,,,,,,,23361,,22344,,10927,,10744,,891,,,,,,,,,,,,,,,,385,,29,,60,,42,,68,,125,,,,,,,,,,,,,,,,,,,,,,,,
,766,,,,,,,,,,,,,,14296,,5093,,4592,,25953,,17005,,,,,,,,,,,,,,,,22681,,21906,,10777,,10105,,871,,,,,,,,,,,,,,,,409,,21,,60,,51,,51,,124,,,,,,,,,,,,,,,,,,,,,,,,
,767,,,,,,,,,,,,,,14656,,5008,,4588,,26079,,17074,,,,,,,,,,,,,,,,21940,,21075,,10445,,9400,,802,,,,,,,,,,,,,,,,338,,22,,76,,42,,69,,137,,,,,,,,,,,,,,,,,,,,,,,,
,768,,,,,,,,,,,,,,14584,,5054,,4662,,25442,,16328,,,,,,,,,,,,,,,,21601,,20221,,9878,,9032,,782,,,,,,,,,,,,,,,,357,,37,,54,,50,,98,,127,,,,,,,,,,,,,,,,,,,,,,,,
,769,,,,,,,,,,,,,,14828,,5076,,4657,,25163,,16160,,,,,,,,,,,,,,,,20801,,19140,,9492,,8444,,729,,,,,,,,,,,,,,,,333,,41,,78,,58,,60,,157,,,,,,,,,,,,,,,,,,,,,,,,
,770,,,,,,,,,,,,,,14869,,5076,,4695,,25020,,15644,,,,,,,,,,,,,,,,19788,,18448,,8915,,7790,,709,,,,,,,,,,,,,,,,357,,30,,73,,67,,96,,123,,,,,,,,,,,,,,,,,,,,,,,,
,771,,,,,,,,,,,,,,14980,,4962,,4648,,24334,,15130,,,,,,,,,,,,,,,,19881,,17411,,8602,,7438,,662,,,,,,,,,,,,,,,,296,,27,,66,,60,,56,,112,,,,,,,,,,,,,,,,,,,,,,,,
,772,,,,,,,,,,,,,,14846,,4996,,4508,,24427,,14683,,,,,,,,,,,,,,,,18811,,16780,,8084,,6883,,641,,,,,,,,,,,,,,,,310,,24,,103,,47,,72,,70,,,,,,,,,,,,,,,,,,,,,,,,
,773,,,,,,,,,,,,,,15105,,5010,,4577,,23691,,14223,,,,,,,,,,,,,,,,18036,,15514,,7629,,6591,,590,,,,,,,,,,,,,,,,297,,20,,96,,23,,90,,48,,,,,,,,,,,,,,,,,,,,,,,,
,774,,,,,,,,,,,,,,14983,,4953,,4537,,22687,,13384,,,,,,,,,,,,,,,,17118,,15004,,7127,,6060,,564,,,,,,,,,,,,,,,,230,,17,,67,,60,,72,,93,,,,,,,,,,,,,,,,,,,,,,,,
,775,,,,,,,,,,,,,,14724,,4810,,4538,,22307,,13251,,,,,,,,,,,,,,,,16159,,14333,,6978,,5713,,548,,,,,,,,,,,,,,,,233,,25,,57,,29,,64,,108,,,,,,,,,,,,,,,,,,,,,,,,
,776,,,,,,,,,,,,,,14712,,4856,,4478,,21621,,12603,,,,,,,,,,,,,,,,15581,,13176,,6383,,5310,,515,,,,,,,,,,,,,,,,246,,14,,66,,63,,45,,138,,,,,,,,,,,,,,,,,,,,,,,,
,777,,,,,,,,,,,,,,14327,,4712,,4490,,20727,,12016,,,,,,,,,,,,,,,,14682,,12639,,5989,,4983,,504,,,,,,,,,,,,,,,,216,,21,,51,,51,,51,,123,,,,,,,,,,,,,,,,,,,,,,,,
,778,,,,,,,,,,,,,,14166,,4694,,4345,,20243,,11456,,,,,,,,,,,,,,,,13564,,11853,,5589,,4689,,460,,,,,,,,,,,,,,,,223,,32,,82,,54,,106,,153,,,,,,,,,,,,,,,,,,,,,,,,
,779,,,,,,,,,,,,,,13979,,4641,,4278,,19741,,10976,,,,,,,,,,,,,,,,12862,,11025,,5311,,4359,,448,,,,,,,,,,,,,,,,239,,17,,77,,18,,44,,74,,,,,,,,,,,,,,,,,,,,,,,,
,780,,,,,,,,,,,,,,13915,,4478,,4089,,18426,,10010,,,,,,,,,,,,,,,,11860,,9982,,4845,,3879,,421,,,,,,,,,,,,,,,,190,,24,,41,,38,,52,,114,,,,,,,,,,,,,,,,,,,,,,,,
,781,,,,,,,,,,,,,,13437,,4325,,4069,,17440,,9510,,,,,,,,,,,,,,,,11389,,9581,,4674,,3560,,399,,,,,,,,,,,,,,,,198,,24,,62,,65,,69,,132,,,,,,,,,,,,,,,,,,,,,,,,
,782,,,,,,,,,,,,,,13244,,4305,,3917,,16614,,9131,,,,,,,,,,,,,,,,10549,,8942,,4234,,3432,,381,,,,,,,,,,,,,,,,163,,41,,85,,58,,91,,104,,,,,,,,,,,,,,,,,,,,,,,,
,783,,,,,,,,,,,,,,12927,,4292,,3892,,16223,,8713,,,,,,,,,,,,,,,,10283,,8511,,4115,,3191,,367,,,,,,,,,,,,,,,,186,,11,,44,,93,,85,,105,,,,,,,,,,,,,,,,,,,,,,,,
,784,,,,,,,,,,,,,,12607,,4225,,3715,,15520,,8190,,,,,,,,,,,,,,,,9450,,7943,,3803,,3125,,354,,,,,,,,,,,,,,,,158,,15,,71,,60,,81,,173,,,,,,,,,,,,,,,,,,,,,,,,
,785,,,,,,,,,,,,,,12592,,4136,,3566,,14613,,7783,,,,,,,,,,,,,,,,8914,,7389,,3582,,2817,,336,,,,,,,,,,,,,,,,147,,23,,66,,53,,56,,107,,,,,,,,,,,,,,,,,,,,,,,,
,786,,,,,,,,,,,,,,12135,,3954,,3425,,14015,,7324,,,,,,,,,,,,,,,,8200,,7045,,3345,,2524,,352,,,,,,,,,,,,,,,,136,,20,,41,,31,,76,,92,,,,,,,,,,,,,,,,,,,,,,,,
,787,,,,,,,,,,,,,,11820,,3966,,3341,,13061,,6796,,,,,,,,,,,,,,,,7913,,6458,,3085,,2563,,304,,,,,,,,,,,,,,,,162,,18,,24,,28,,67,,160,,,,,,,,,,,,,,,,,,,,,,,,
,788,,,,,,,,,,,,,,11820,,3758,,3146,,12714,,6605,,,,,,,,,,,,,,,,7384,,6144,,3039,,2245,,286,,,,,,,,,,,,,,,,131,,19,,25,,56,,32,,83,,,,,,,,,,,,,,,,,,,,,,,,
,789,,,,,,,,,,,,,,11539,,3701,,3064,,12049,,6137,,,,,,,,,,,,,,,,6937,,5881,,2706,,2212,,288,,,,,,,,,,,,,,,,184,,14,,71,,49,,49,,153,,,,,,,,,,,,,,,,,,,,,,,,
,790,,,,,,,,,,,,,,11193,,3556,,2969,,11439,,5830,,,,,,,,,,,,,,,,6577,,5573,,2618,,2084,,276,,,,,,,,,,,,,,,,167,,7,,53,,26,,0,,53,,,,,,,,,,,,,,,,,,,,,,,,
,791,,,,,,,,,,,,,,11088,,3564,,2869,,10889,,5620,,,,,,,,,,,,,,,,6225,,5261,,2387,,1948,,240,,,,,,,,,,,,,,,,122,,13,,51,,25,,19,,122,,,,,,,,,,,,,,,,,,,,,,,,
,792,,,,,,,,,,,,,,10893,,3348,,2686,,10205,,5083,,,,,,,,,,,,,,,,5847,,4988,,2318,,1798,,256,,,,,,,,,,,,,,,,102,,14,,68,,27,,42,,28,,,,,,,,,,,,,,,,,,,,,,,,
,793,,,,,,,,,,,,,,10565,,3358,,2599,,9831,,4906,,,,,,,,,,,,,,,,5530,,4618,,2109,,1848,,250,,,,,,,,,,,,,,,,130,,13,,38,,45,,24,,102,,,,,,,,,,,,,,,,,,,,,,,,
,794,,,,,,,,,,,,,,10543,,3250,,2476,,9234,,4581,,,,,,,,,,,,,,,,5098,,4284,,2064,,1689,,231,,,,,,,,,,,,,,,,127,,0,,40,,15,,79,,131,,,,,,,,,,,,,,,,,,,,,,,,
,795,,,,,,,,,,,,,,10250,,3110,,2329,,8623,,4324,,,,,,,,,,,,,,,,4915,,3973,,1910,,1441,,216,,,,,,,,,,,,,,,,129,,0,,37,,29,,81,,34,,,,,,,,,,,,,,,,,,,,,,,,
,796,,,,,,,,,,,,,,9893,,3012,,2316,,8123,,4055,,,,,,,,,,,,,,,,4518,,3739,,1831,,1493,,211,,,,,,,,,,,,,,,,90,,22,,48,,0,,20,,118,,,,,,,,,,,,,,,,,,,,,,,,
,797,,,,,,,,,,,,,,9855,,2803,,2143,,7632,,3772,,,,,,,,,,,,,,,,4195,,3495,,1666,,1358,,202,,,,,,,,,,,,,,,,128,,0,,62,,59,,41,,40,,,,,,,,,,,,,,,,,,,,,,,,
,798,,,,,,,,,,,,,,9478,,2799,,1885,,7091,,3541,,,,,,,,,,,,,,,,3918,,3168,,1592,,1276,,188,,,,,,,,,,,,,,,,78,,9,,57,,26,,68,,134,,,,,,,,,,,,,,,,,,,,,,,,
,799,,,,,,,,,,,,,,9337,,2605,,1827,,6444,,3360,,,,,,,,,,,,,,,,3629,,2933,,1426,,1233,,189,,,,,,,,,,,,,,,,88,,14,,18,,34,,82,,109,,,,,,,,,,,,,,,,,,,,,,,,
,800,,,,,,,,,,,,,,9009,,2468,,1814,,6256,,3071,,,,,,,,,,,,,,,,3304,,2706,,1350,,1085,,171,,,,,,,,,,,,,,,,99,,21,,33,,51,,56,,68,,,,,,,,,,,,,,,,,,,,,,,,
,801,,,,,,,,,,,,,,8837,,2419,,1584,,5808,,2771,,,,,,,,,,,,,,,,3099,,2563,,1208,,1080,,155,,,,,,,,,,,,,,,,106,,0,,0,,39,,49,,111,,,,,,,,,,,,,,,,,,,,,,,,
,802,,,,,,,,,,,,,,8492,,2266,,1580,,5116,,2463,,,,,,,,,,,,,,,,2776,,2341,,1073,,1029,,176,,,,,,,,,,,,,,,,68,,9,,15,,106,,26,,89,,,,,,,,,,,,,,,,,,,,,,,,
,803,,,,,,,,,,,,,,8204,,2169,,1440,,4791,,2331,,,,,,,,,,,,,,,,2574,,2181,,1091,,932,,169,,,,,,,,,,,,,,,,72,,16,,8,,7,,18,,125,,,,,,,,,,,,,,,,,,,,,,,,
,804,,,,,,,,,,,,,,8057,,2005,,1327,,4600,,2309,,,,,,,,,,,,,,,,2365,,1990,,983,,781,,153,,,,,,,,,,,,,,,,78,,17,,8,,34,,49,,111,,,,,,,,,,,,,,,,,,,,,,,,
,805,,,,,,,,,,,,,,7618,,1847,,1271,,4201,,2055,,,,,,,,,,,,,,,,2252,,1798,,903,,811,,142,,,,,,,,,,,,,,,,67,,14,,36,,25,,10,,59,,,,,,,,,,,,,,,,,,,,,,,,
,806,,,,,,,,,,,,,,7465,,1824,,1175,,3972,,1862,,,,,,,,,,,,,,,,2066,,1736,,863,,724,,118,,,,,,,,,,,,,,,,72,,0,,71,,57,,74,,172,,,,,,,,,,,,,,,,,,,,,,,,
,807,,,,,,,,,,,,,,7118,,1639,,1117,,3661,,1785,,,,,,,,,,,,,,,,1938,,1653,,777,,692,,120,,,,,,,,,,,,,,,,59,,14,,30,,48,,32,,23,,,,,,,,,,,,,,,,,,,,,,,,
,808,,,,,,,,,,,,,,6798,,1573,,992,,3440,,1714,,,,,,,,,,,,,,,,1734,,1426,,718,,687,,128,,,,,,,,,,,,,,,,61,,11,,27,,42,,58,,30,,,,,,,,,,,,,,,,,,,,,,,,
,809,,,,,,,,,,,,,,6561,,1489,,975,,3103,,1504,,,,,,,,,,,,,,,,1775,,1343,,719,,646,,115,,,,,,,,,,,,,,,,64,,28,,10,,47,,70,,74,,,,,,,,,,,,,,,,,,,,,,,,
,810,,,,,,,,,,,,,,6214,,1360,,914,,2996,,1423,,,,,,,,,,,,,,,,1529,,1318,,635,,605,,120,,,,,,,,,,,,,,,,54,,21,,41,,6,,0,,67,,,,,,,,,,,,,,,,,,,,,,,,
,811,,,,,,,,,,,,,,6076,,1393,,826,,2757,,1351,,,,,,,,,,,,,,,,1472,,1364,,646,,516,,128,,,,,,,,,,,,,,,,46,,0,,16,,5,,92,,104,,,,,,,,,,,,,,,,,,,,,,,,
,812,,,,,,,,,,,,,,5776,,1274,,815,,2565,,1278,,,,,,,,,,,,,,,,1424,,1117,,604,,505,,120,,,,,,,,,,,,,,,,82,,7,,25,,68,,28,,0,,,,,,,,,,,,,,,,,,,,,,,,
,813,,,,,,,,,,,,,,5578,,1203,,732,,2468,,1166,,,,,,,,,,,,,,,,1271,,1114,,558,,513,,107,,,,,,,,,,,,,,,,63,,21,,44,,54,,90,,120,,,,,,,,,,,,,,,,,,,,,,,,
,814,,,,,,,,,,,,,,5451,,1138,,713,,2391,,1103,,,,,,,,,,,,,,,,1207,,1020,,558,,456,,107,,,,,,,,,,,,,,,,39,,24,,42,,22,,89,,124,,,,,,,,,,,,,,,,,,,,,,,,
,815,,,,,,,,,,,,,,5161,,1120,,714,,2216,,1062,,,,,,,,,,,,,,,,1211,,1024,,499,,390,,100,,,,,,,,,,,,,,,,77,,15,,34,,27,,80,,154,,,,,,,,,,,,,,,,,,,,,,,,
,816,,,,,,,,,,,,,,4956,,1013,,625,,2016,,991,,,,,,,,,,,,,,,,1099,,981,,486,,372,,100,,,,,,,,,,,,,,,,26,,11,,33,,27,,65,,91,,,,,,,,,,,,,,,,,,,,,,,,
,817,,,,,,,,,,,,,,4726,,987,,592,,1895,,947,,,,,,,,,,,,,,,,1010,,892,,467,,377,,93,,,,,,,,,,,,,,,,32,,39,,46,,86,,55,,22,,,,,,,,,,,,,,,,,,,,,,,,
,818,,,,,,,,,,,,,,4523,,880,,573,,1735,,859,,,,,,,,,,,,,,,,974,,886,,404,,371,,107,,,,,,,,,,,,,,,,49,,7,,48,,53,,14,,41,,,,,,,,,,,,,,,,,,,,,,,,
